respondent_id,ATTN_1,ATTN_2,BIAS_01,BIAS_02,BIAS_03,BIAS_04,BIAS_05,BIAS_06,BIAS_07,BIAS_08,BIAS_09,BIAS_10,BIAS_11,BIAS_12,DOI_01,DOI_02,DOI_03,DOI_04,DOI_05,DOI_06,DOI_07,DOI_08,DOI_09,DOI_10,DOI_11,DOI_12,HSQ_aff_01,HSQ_aff_02,HSQ_aff_03,HSQ_aff_04,HSQ_aff_05,HSQ_aff_06,HSQ_aff_07,HSQ_aff_08,HSQ_aggr_01,HSQ_aggr_02,HSQ_aggr_03,HSQ_aggr_04,HSQ_aggr_05,HSQ_aggr_06,HSQ_aggr_07,HSQ_aggr_08,HSQ_self_01,HSQ_self_02,HSQ_self_03,HSQ_self_04,HSQ_self_05,HSQ_self_06,HSQ_self_07,HSQ_self_08,HSQ_soci_01,HSQ_soci_02,HSQ_soci_03,HSQ_soci_04,HSQ_soci_05,HSQ_soci_06,HSQ_soci_07,HSQ_soci_08,NPI_01,NPI_02,NPI_03,NPI_04,NPI_05,NPI_06,NPI_07,NPI_08,NPI_09,NPI_10,SD3_mac_01,SD3_mac_02,SD3_mac_03,SD3_mac_04,SD3_mac_05,SD3_mac_06,SD3_mac_07,SD3_mac_08,SD3_mac_09,SD3_narc_01,SD3_narc_02,SD3_narc_03,SD3_narc_04,SD3_narc_05,SD3_narc_06,SD3_narc_07,SD3_narc_08,SD3_narc_09,SD3_psy_01,SD3_psy_02,SD3_psy_03,SD3_psy_04,SD3_psy_05,SD3_psy_06,SD3_psy_07,SD3_psy_08,SD3_psy_09,country,language,age,gender,education,device,source,duration_sec
R0115,0,0,4,4,3,2,2,4,2,4,3,3,3,3,5,2,2,3,3,5,1,1,5,5,3,3,5,5,4,4,5,5,3,2,1,2,5,5,3,2,3,4,2,3,1,1,2,2,3,4,3,1,2,1,2,5,2,1,3,5,5,1,4,5,3,3,2,5,5,5,3,3,5,5,5,5,5,4,1,1,5,5,1,4,3,2,2,3,1,3,4,1,1,2,1,IN,en,47,F,bachelor,desktop,panel,16.397110339814475
R0116,0,0,3,4,1,2,2,4,5,4,4,4,5,5,3,1,5,2,1,5,5,4,1,2,1,2,5,1,4,5,5,4,4,3,4,5,3,5,2,5,4,4,5,5,4,2,5,5,5,4,1,4,2,5,4,5,2,3,5,5,2,1,5,5,3,5,3,5,4,5,5,1,4,5,5,2,4,3,4,5,2,1,2,5,3,4,2,2,5,1,4,4,4,1,1,DE,de,40,F,bachelor,mobile,organic,17.020034802597173
R0117,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,1,4,5,3,1,3,4,5,3,3,4,3,2,3,3,3,3,3,1,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,2,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,3,3,1,3,3,5,3,3,3,3,3,3,3,IN,en,48,F,bachelor,desktop,organic,16.6925146431888
R0118,1,0,2,2,3,1,3,2,2,3,2,3,2,3,5,1,2,1,2,5,5,1,5,5,1,1,2,2,3,2,2,1,3,5,2,1,5,5,3,2,5,3,2,3,2,3,3,2,4,5,2,2,1,4,3,5,1,2,4,5,5,2,4,4,4,4,3,4,3,2,3,2,2,5,2,3,1,1,1,1,4,5,2,1,2,3,2,3,5,4,3,2,4,5,2,IN,en,27,F,phd,mobile,organic,17.659053771524093
R0119,1,1,3,2,5,5,3,5,1,5,1,1,3,2,2,3,2,4,3,2,4,3,2,4,4,3,3,3,2,3,2,3,4,4,3,1,2,3,2,3,4,4,1,5,1,1,1,2,1,5,2,3,2,4,2,4,1,4,2,3,2,4,2,2,1,1,1,1,3,2,5,2,1,2,2,3,2,5,5,5,2,2,4,5,5,3,1,1,2,3,5,1,1,2,2,IN,en,39,M,bachelor,mobile,organic,16.377584482770207
R0120,1,0,3,1,3,1,1,1,4,1,4,5,1,4,5,2,4,1,2,5,3,5,2,3,3,3,4,4,3,1,5,4,5,3,1,4,3,2,1,5,3,2,2,5,3,5,2,5,1,5,4,2,4,2,3,2,3,4,2,1,3,3,3,4,2,5,1,2,5,5,3,1,5,3,4,3,3,4,2,2,3,3,4,5,4,1,1,2,2,2,3,1,2,1,4,US,en,40,M,bachelor,mobile,organic,19.02494648995165
R0121,1,1,3,1,5,3,1,4,1,5,1,2,3,1,3,4,3,5,1,3,3,2,5,4,5,2,5,4,4,5,5,5,5,2,2,1,5,4,4,3,1,5,2,3,4,2,3,3,2,1,5,5,3,2,4,3,3,2,1,3,2,3,1,2,1,2,1,2,2,1,4,3,1,2,3,2,2,5,3,2,3,2,2,4,3,5,2,4,3,4,4,4,4,4,1,RU,ru,35,F,bachelor,desktop,organic,16.596002445655238
R0122,0,1,1,5,2,3,3,2,2,3,2,1,1,4,5,3,3,1,2,1,3,4,5,2,3,2,3,5,5,3,5,5,5,3,4,3,1,1,2,2,1,2,2,4,3,2,1,1,1,1,1,2,1,3,4,5,3,1,4,3,3,2,4,5,4,5,2,5,1,3,3,5,3,3,1,4,3,3,5,3,2,3,5,3,4,3,1,5,3,4,3,5,3,2,5,RU,ru,25,F,phd,mobile,organic,17.451034170038092
R0123,1,1,2,1,4,3,2,3,2,2,2,3,2,2,3,2,2,1,2,4,5,2,3,5,1,2,3,4,4,4,5,5,4,2,1,1,5,5,4,2,3,3,4,4,3,3,3,1,3,3,2,3,4,2,3,3,4,3,2,4,4,4,2,4,3,4,1,1,3,2,5,2,1,2,2,1,1,2,2,4,2,3,4,4,3,2,2,3,3,5,5,3,2,3,1,US,en,54,M,secondary,desktop,ads,16.842536320123873
R0124,0,0,2,3,5,4,3,1,2,3,5,2,3,4,4,4,2,3,3,1,3,5,5,3,4,3,2,4,1,3,2,5,3,5,3,3,3,4,5,5,2,3,5,5,3,3,4,2,5,4,4,1,2,3,2,5,2,1,1,3,4,5,3,3,2,5,4,5,2,2,3,2,4,2,3,1,3,5,5,2,2,1,1,3,5,4,3,4,1,3,3,3,4,3,3,US,en,49,F,phd,desktop,panel,18.126456984486232
R0125,1,1,4,5,4,3,3,1,4,2,4,3,5,3,5,1,2,1,1,4,4,2,4,5,2,3,1,2,2,2,2,1,2,5,2,3,3,4,4,1,1,5,4,5,1,3,3,3,5,3,1,2,3,2,5,3,2,2,3,2,4,1,3,2,3,3,2,4,2,5,5,2,3,4,5,5,4,1,1,1,4,5,2,2,2,1,4,1,3,3,3,2,1,1,4,DE,de,50,F,secondary,mobile,ads,28.313666029750156
R0126,0,1,1,3,4,2,3,4,4,4,2,1,2,4,3,4,5,5,4,1,2,5,3,3,5,3,4,5,5,5,5,4,4,1,5,4,2,3,2,3,4,2,2,4,4,3,3,4,3,3,3,4,2,2,2,3,2,5,5,5,4,2,5,4,5,4,4,5,5,1,2,5,2,3,3,3,3,1,1,2,4,5,2,1,1,2,1,2,2,3,3,2,2,2,2,US,en,47,F,phd,mobile,panel,15.576718205503713
R0127,1,0,2,3,5,2,3,5,2,3,2,2,2,4,5,1,1,2,1,5,5,1,5,5,1,1,3,2,4,4,2,3,1,3,2,2,1,3,4,1,1,3,2,5,3,2,3,3,1,5,1,3,4,3,3,4,2,2,5,3,4,3,3,3,2,3,4,3,2,3,2,3,4,3,4,3,3,1,1,1,4,5,1,1,1,2,2,2,1,4,5,2,1,2,2,RU,ru,35,F,master,desktop,ads,17.897617413583436
R0128,1,1,5,5,1,4,4,1,4,3,5,4,3,4,3,4,2,2,5,1,3,4,2,2,3,4,2,2,1,2,2,3,2,3,1,3,4,3,2,3,1,5,1,3,2,2,3,5,3,4,2,2,1,3,3,3,2,2,1,2,2,4,3,2,1,1,2,2,2,3,2,2,3,2,1,3,2,1,2,2,2,5,1,3,3,2,4,3,4,2,4,4,3,3,4,DE,de,19,F,secondary,desktop,panel,16.202308466894596
R0129,1,1,2,2,3,2,2,5,2,4,2,2,5,2,4,1,1,2,3,4,5,1,4,4,1,2,5,5,4,4,5,5,5,3,1,2,4,3,5,3,3,2,3,4,2,3,2,4,3,4,2,3,1,3,3,4,3,3,3,5,2,3,4,4,3,4,3,3,4,4,1,5,5,4,5,2,5,1,3,1,4,4,2,2,2,3,1,1,2,1,5,2,1,1,2,US,en,23,M,secondary,mobile,panel,15.52151710227408
R0130,1,1,1,3,5,3,2,5,2,5,1,3,2,1,2,2,4,5,4,1,2,4,2,2,2,4,1,3,1,1,2,1,1,3,3,4,4,1,3,3,4,4,3,2,3,2,3,3,5,4,3,5,2,3,2,3,4,3,1,1,2,5,1,3,2,3,2,2,1,1,5,1,1,1,1,1,2,2,4,1,4,3,4,1,4,3,1,1,1,1,5,1,1,1,1,IN,en,65,M,phd,mobile,panel,18.58498682081804
R0131,1,1,3,4,2,2,4,3,4,4,4,2,3,2,2,5,4,4,4,2,1,4,2,2,3,4,2,1,2,2,1,1,1,4,2,4,1,2,3,5,5,2,3,2,5,5,4,5,3,3,4,4,3,2,5,1,5,4,2,1,1,5,1,2,1,1,1,1,1,2,4,2,2,2,1,3,3,2,3,3,4,2,4,1,3,3,3,4,4,5,3,4,5,3,3,RU,ru,55,F,phd,mobile,organic,16.42492370705563
R0132,0,0,4,2,4,3,1,3,3,1,4,2,1,4,1,4,3,3,2,2,5,1,5,2,2,2,4,4,1,4,4,1,3,4,3,3,2,4,5,1,4,4,4,3,4,3,4,3,4,1,4,4,1,2,5,1,4,4,5,3,5,1,3,3,2,2,2,5,1,1,5,1,5,1,2,2,3,3,2,3,1,1,3,4,3,3,1,1,3,4,5,2,3,4,5,US,en,54,M,phd,mobile,organic,15.30322945510973
R0133,1,1,2,4,3,2,3,4,2,2,3,1,3,5,3,1,1,2,3,5,3,1,4,5,2,1,2,3,2,1,2,2,3,4,2,1,4,4,4,3,2,4,4,2,3,4,4,5,4,3,3,4,3,4,2,2,3,3,2,1,2,4,2,3,2,3,4,2,1,2,4,2,1,3,3,1,2,2,1,1,3,5,1,1,1,3,1,1,1,1,5,1,1,1,1,IN,en,29,M,bachelor,desktop,panel,15.44897474920787
R0134,1,0,4,2,4,4,2,4,3,4,4,3,1,3,3,5,4,5,3,2,1,4,4,3,4,5,2,3,3,5,3,1,4,3,2,5,4,4,3,4,4,4,1,4,2,1,2,1,4,4,5,3,5,5,4,3,5,3,5,3,4,2,3,3,3,3,4,5,4,2,4,2,3,1,2,1,2,4,2,3,5,3,3,3,2,2,4,4,5,4,1,4,5,5,3,IN,en,39,F,secondary,desktop,organic,17.88941989434724
R0135,1,1,5,2,3,3,4,1,2,4,2,4,4,3,3,3,3,2,1,3,5,2,3,3,1,2,3,3,2,2,2,2,1,4,3,4,3,5,3,3,3,5,2,2,3,3,4,4,3,2,2,2,3,3,3,2,4,2,1,1,1,5,1,1,1,2,1,1,2,1,5,1,1,1,1,1,1,5,5,4,3,1,4,4,3,5,3,4,3,2,2,2,2,5,5,DE,de,29,F,bachelor,desktop,organic,18.542942209764433
R0136,0,1,2,2,4,4,2,5,2,4,2,2,2,2,2,2,1,1,2,5,3,2,5,4,2,1,3,1,4,3,3,4,4,4,5,4,2,1,2,4,5,2,4,4,2,4,2,3,2,2,3,1,1,1,2,5,1,1,4,5,2,2,4,5,4,4,4,4,3,4,2,4,5,4,5,5,5,1,3,2,3,5,2,3,3,1,3,3,3,3,2,3,4,4,1,DE,de,30,F,master,desktop,ads,18.09348124007657
R0137,1,1,3,4,2,5,3,2,2,3,2,4,2,3,5,3,2,5,3,2,2,5,3,4,3,3,1,3,1,1,2,2,3,5,3,4,4,3,1,3,4,3,3,3,3,4,2,4,4,2,3,5,5,5,5,2,5,3,1,3,2,4,2,2,2,2,3,3,5,5,2,3,3,5,4,5,5,3,3,3,2,2,3,4,2,5,1,2,1,1,5,1,1,1,1,IN,en,21,F,master,mobile,panel,17.106039350959236
R0138,1,1,1,1,5,3,1,5,1,5,1,1,2,1,2,3,2,3,3,2,4,4,4,4,3,3,3,4,5,3,4,5,5,1,4,3,3,3,4,2,3,4,4,2,3,2,2,2,2,4,4,5,5,5,5,2,5,4,1,1,1,5,1,1,1,4,3,1,2,2,5,2,2,2,2,2,2,4,2,2,4,2,2,3,2,3,4,2,3,4,5,3,5,2,3,DE,de,57,M,secondary,desktop,ads,17.900484423761867
R0139,1,0,3,2,2,4,1,3,1,4,2,3,1,1,1,4,4,4,3,2,1,4,2,5,2,4,2,2,2,3,2,3,3,5,3,2,4,4,3,2,2,5,2,4,1,3,3,2,3,4,2,4,3,3,3,4,3,1,2,3,2,3,1,2,1,1,2,1,4,3,2,3,5,4,5,3,4,1,2,1,4,4,2,3,1,1,4,5,4,3,3,3,3,1,2,RU,ru,46,F,bachelor,mobile,ads,15.958293556986867
R0140,1,1,3,2,4,3,3,2,2,3,4,3,3,2,4,1,2,1,2,2,5,1,5,5,2,1,3,3,4,4,5,2,4,3,2,4,3,3,4,4,5,5,1,5,1,1,1,1,1,5,2,2,1,1,1,5,1,1,1,2,1,5,2,3,1,2,2,2,3,3,1,3,3,3,5,3,3,3,5,4,3,3,4,4,4,3,1,1,1,1,4,1,1,1,3,RU,ru,28,F,phd,mobile,panel,18.566373826538715
R0141,1,1,3,1,3,4,3,5,1,4,1,2,3,1,3,3,2,3,1,4,4,3,2,2,4,4,2,1,2,2,4,4,2,5,1,2,5,5,4,1,1,4,2,4,2,2,3,1,2,2,5,2,4,4,3,2,3,2,4,4,1,4,3,3,3,3,2,2,4,5,1,4,3,3,5,4,4,4,3,4,4,1,3,4,2,3,1,4,2,2,4,2,2,2,2,DE,de,52,M,master,mobile,organic,14.646468854105379
R0142,0,0,2,2,2,5,2,5,4,1,1,2,3,5,2,4,5,5,5,3,5,4,2,1,5,2,4,3,3,4,2,3,4,3,3,5,4,2,5,4,2,2,3,1,5,2,1,4,5,2,5,3,1,1,3,5,2,2,5,4,1,4,5,3,5,4,3,2,4,4,4,5,1,5,1,3,4,2,1,4,5,3,3,2,3,3,2,3,1,5,3,2,1,5,5,RU,ru,55,M,phd,desktop,panel,17.587687540343644
R0143,1,1,3,1,4,5,2,4,1,5,3,2,2,3,4,4,4,3,3,1,4,1,2,4,4,3,2,4,2,2,2,1,2,5,2,1,4,4,4,3,3,5,3,1,3,4,4,4,4,2,4,3,5,3,4,2,5,3,2,1,1,5,1,2,2,1,2,3,2,1,4,3,1,2,1,1,1,3,4,1,2,4,2,2,2,3,4,4,4,5,1,4,5,5,4,US,en,36,F,bachelor,mobile,organic,18.961370264191697
R0144,1,0,2,3,3,2,2,5,1,3,2,2,3,2,4,3,4,2,5,3,3,1,2,4,4,4,2,2,2,3,2,4,3,4,2,1,4,4,4,2,1,4,1,4,2,2,1,1,2,5,2,1,1,2,2,4,2,3,3,5,4,3,5,2,3,3,3,2,3,1,3,2,2,2,3,3,2,2,2,2,5,3,1,3,1,5,4,5,4,4,1,5,5,5,5,IN,en,46,F,bachelor,desktop,panel,15.383740519394019
R0145,1,1,3,3,3,4,2,5,3,3,3,3,2,5,5,5,3,1,4,1,5,2,3,1,2,2,4,4,4,3,3,5,3,3,3,3,4,5,5,4,1,3,2,2,3,3,2,2,2,5,3,4,1,4,3,5,3,4,1,2,2,4,1,3,3,5,5,5,2,5,1,3,4,3,3,1,2,2,2,3,2,1,4,3,4,5,4,4,3,4,2,3,5,1,1,US,en,44,M,master,desktop,organic,17.111390039732807
R0146,1,1,3,1,1,3,4,5,3,2,3,3,1,2,5,4,1,3,3,3,2,4,4,5,5,3,3,2,1,3,4,2,3,4,1,3,1,5,5,3,1,1,2,5,4,3,3,3,2,3,2,3,4,2,3,5,1,4,2,3,5,4,5,5,1,2,4,4,4,1,3,1,2,3,2,2,3,3,3,1,2,4,1,2,2,3,2,3,1,2,3,4,3,5,3,IN,en,47,M,master,mobile,organic,17.081727815249426
R0147,1,1,1,1,5,4,3,5,1,3,2,3,1,2,4,1,1,1,2,4,3,2,5,5,3,2,3,3,3,1,2,2,2,4,3,2,5,3,5,2,2,4,5,2,3,3,2,3,4,3,3,2,4,3,4,2,4,2,3,2,2,1,3,1,3,3,2,4,3,5,1,5,4,4,3,5,5,4,1,2,4,5,3,4,2,1,3,2,3,4,1,5,3,5,4,RU,ru,29,M,master,mobile,organic,16.408622174740426
R0148,1,1,2,1,2,3,1,4,4,4,3,2,3,3,4,1,2,2,2,5,5,1,4,5,2,2,4,3,4,4,3,4,4,2,5,4,4,3,3,4,2,3,3,3,2,3,3,2,5,3,3,1,1,2,3,4,2,3,3,3,5,2,3,4,2,4,4,3,1,1,5,2,1,1,1,1,2,4,5,4,2,2,5,5,4,4,5,5,4,3,3,4,5,5,4,DE,de,18,M,master,desktop,ads,17.373504115401285
R0149,0,1,4,5,1,2,5,1,3,1,2,4,4,5,3,1,2,1,3,3,3,1,5,4,2,1,3,2,3,2,4,3,5,2,5,5,1,1,1,5,5,1,3,5,1,1,2,1,1,4,4,3,3,2,3,3,2,3,2,2,2,3,3,3,2,4,4,2,3,4,2,2,2,5,4,3,5,4,4,3,3,4,4,3,3,3,3,2,3,2,1,5,4,2,5,US,en,49,F,master,desktop,ads,31.6840488758274
R0150,0,0,1,1,5,5,2,5,1,5,1,1,1,2,3,3,2,3,2,4,2,4,3,3,4,3,5,4,4,4,2,5,2,4,5,4,1,1,1,5,5,1,2,3,4,2,4,5,2,4,4,1,1,1,2,4,2,2,4,5,3,1,5,4,4,3,5,5,4,5,4,2,1,3,4,5,4,2,2,2,5,4,2,2,2,3,1,1,1,1,5,1,2,1,3,RU,ru,22,M,phd,mobile,ads,15.396586578294256
R0151,1,1,2,2,5,4,1,3,3,4,1,2,1,2,3,2,2,3,3,3,3,4,4,3,2,2,4,5,4,5,5,4,3,1,3,3,5,4,5,3,2,3,3,2,4,2,2,5,4,3,3,1,4,2,2,3,1,3,3,4,5,4,3,4,3,4,4,4,1,2,4,1,2,1,2,4,3,2,1,3,5,5,1,2,2,2,1,2,1,2,5,2,1,3,2,US,en,49,M,master,mobile,panel,15.04539125318274
R0152,1,0,3,1,4,3,2,5,3,4,4,1,2,2,2,5,3,4,3,2,2,3,1,3,4,5,2,3,5,3,4,3,4,2,5,4,1,1,2,5,5,1,1,5,1,1,3,1,4,5,1,2,2,1,4,4,2,1,5,4,4,1,3,4,4,4,5,4,1,3,4,4,2,2,3,1,4,1,1,2,5,5,1,1,1,4,5,5,5,5,1,5,4,3,4,IN,en,27,M,master,desktop,organic,16.94383061816007
R0153,0,0,1,1,5,5,1,5,1,5,1,1,1,1,3,2,4,2,4,2,4,2,3,3,4,3,4,4,4,2,4,4,3,5,1,2,4,5,4,1,1,4,2,5,4,2,4,1,3,4,3,2,1,2,3,4,2,2,2,4,2,2,4,3,3,1,4,3,5,5,3,2,5,4,5,5,5,5,5,5,2,1,5,4,3,4,2,3,1,1,2,2,2,2,2,IN,en,36,M,secondary,mobile,organic,31.378502752191086
R0154,1,1,3,5,4,3,3,1,4,2,4,5,4,4,5,1,1,1,1,4,5,1,5,5,1,3,3,4,4,2,4,5,3,3,3,4,4,3,1,3,4,2,1,4,2,2,4,1,2,4,2,1,2,3,2,5,2,3,1,2,2,4,1,3,3,2,2,2,2,3,4,3,1,2,4,4,2,3,2,2,3,4,3,2,3,3,4,5,3,4,2,5,3,3,5,RU,ru,60,F,secondary,desktop,panel,18.09947076467971
R0155,1,0,1,1,4,4,1,5,1,5,1,1,3,2,2,4,4,5,2,2,2,3,3,3,3,4,3,4,5,3,3,3,3,2,4,3,1,2,1,3,3,2,4,1,3,2,3,4,3,2,3,2,3,3,2,2,2,3,4,5,4,1,2,4,4,2,4,3,2,2,2,2,4,3,4,5,3,3,2,3,3,4,2,3,3,2,1,3,4,4,2,2,2,3,4,IN,en,22,M,secondary,desktop,panel,14.706798226729891
R0156,1,1,3,2,3,2,2,3,5,3,2,3,2,4,5,2,3,2,2,2,2,2,2,3,1,2,3,4,1,3,3,2,4,3,4,5,2,1,5,3,5,4,2,1,3,3,4,5,4,3,5,2,2,3,2,5,2,2,3,2,4,3,2,3,3,5,3,3,2,3,5,3,2,2,2,3,3,4,1,1,4,4,3,1,1,3,4,4,5,5,2,5,5,4,4,RU,ru,54,M,master,desktop,organic,16.64688643966922
R0157,1,1,2,1,4,4,2,3,3,4,3,4,2,4,5,1,1,1,2,5,4,1,4,5,1,1,3,5,3,3,4,4,4,2,2,5,3,2,3,3,2,1,1,4,1,3,2,2,2,3,4,5,5,5,5,1,5,5,4,5,5,1,4,5,4,5,5,5,2,1,5,2,1,3,1,1,1,4,3,4,2,1,3,4,3,5,3,2,2,4,4,3,4,4,4,RU,ru,53,F,phd,mobile,panel,16.768801910363088
R0158,0,1,2,4,3,4,1,1,4,3,3,2,1,4,2,2,3,2,2,3,4,2,4,5,2,1,2,2,1,3,3,1,1,4,5,4,3,1,2,3,4,4,2,5,1,2,1,2,1,5,2,1,1,1,1,5,1,2,1,3,2,3,2,4,4,2,4,4,4,5,1,4,5,4,3,3,5,2,3,2,2,5,2,3,1,2,4,3,2,3,2,2,4,3,3,IN,en,47,M,phd,desktop,organic,19.099423076751425
R0159,1,1,4,4,3,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,5,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,3,3,3,3,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,1,DE,de,22,M,bachelor,desktop,ads,15.106450483080483
R0160,1,1,5,5,2,3,2,3,4,1,3,4,5,3,4,2,2,1,4,4,4,2,4,5,2,1,4,3,2,2,4,2,3,4,3,2,3,3,4,5,3,3,3,4,4,3,3,2,2,3,2,3,2,4,3,2,4,3,5,5,5,1,5,5,3,5,5,5,4,3,3,2,3,4,2,1,4,1,3,2,2,4,2,4,3,4,2,3,2,4,4,2,3,3,2,RU,ru,46,F,phd,desktop,organic,17.069630755345095
R0161,1,1,2,2,2,4,3,3,5,4,3,3,4,3,1,5,5,5,4,1,2,3,3,1,4,2,4,5,5,5,3,2,4,1,4,5,1,1,3,4,4,4,5,2,3,4,3,3,3,1,2,3,3,3,4,3,5,1,3,5,4,3,5,5,5,5,5,4,3,3,3,3,3,3,4,2,2,1,2,1,5,5,1,3,2,2,1,1,2,1,5,1,1,1,3,US,en,23,F,master,desktop,organic,16.105466456896472
R0162,0,1,2,4,4,4,4,1,4,1,3,3,2,4,4,4,1,4,4,4,2,2,3,5,2,2,2,2,3,5,5,5,5,1,1,4,4,4,4,3,2,3,2,5,2,1,3,1,1,4,3,2,2,1,3,5,2,4,2,4,5,1,5,3,2,4,5,5,1,1,5,2,2,3,1,2,2,4,5,2,1,1,4,4,5,3,5,5,5,4,1,5,4,5,5,US,en,29,F,master,mobile,panel,16.26857119158743
R0163,1,1,2,3,3,3,3,5,3,2,2,2,3,3,4,3,5,4,2,2,3,5,2,3,3,4,5,4,5,3,5,4,3,2,5,5,2,1,1,3,5,2,1,4,3,2,3,3,4,1,4,2,4,4,3,3,3,3,5,4,3,3,3,4,5,4,4,3,4,2,3,2,2,1,3,2,2,5,4,3,1,1,5,3,3,5,2,2,2,3,5,2,2,3,3,IN,en,44,F,secondary,desktop,ads,15.442791445428918
R0164,1,0,4,5,2,3,5,2,5,2,5,3,2,4,2,5,4,3,3,3,2,5,3,3,4,3,3,5,3,3,3,4,4,3,1,1,4,5,2,3,2,4,3,4,2,3,2,3,2,5,4,4,2,3,1,4,3,2,1,1,2,3,3,2,3,2,3,2,3,4,1,4,4,4,4,5,1,2,3,3,2,1,2,5,2,2,1,2,1,2,4,3,3,1,2,IN,en,41,M,phd,desktop,panel,16.484602646685683
R0165,1,1,1,2,4,4,3,4,2,3,3,4,1,3,3,3,3,4,4,2,2,2,3,2,3,3,5,5,5,5,5,5,5,1,2,1,5,5,4,2,1,5,1,4,3,3,3,1,2,5,2,2,4,3,1,4,3,2,4,4,3,1,3,3,5,5,5,2,5,5,2,5,5,5,5,4,4,2,4,2,2,4,1,2,4,3,1,1,4,4,3,2,2,3,2,DE,de,48,F,master,mobile,ads,16.84066974061176
R0166,1,0,2,2,4,2,4,1,1,5,2,3,1,2,5,1,3,1,4,3,5,1,5,4,2,1,3,2,2,2,2,3,2,4,2,2,3,4,4,3,2,4,4,2,4,4,4,4,3,3,2,5,3,5,3,1,2,5,1,3,1,4,2,1,2,1,3,2,2,2,2,3,3,2,1,2,3,3,3,3,3,2,3,4,3,2,2,2,4,4,3,3,3,5,3,DE,de,59,F,secondary,desktop,panel,16.215573366606687
R0167,1,1,3,4,3,1,4,2,4,4,3,3,4,2,2,3,4,4,4,4,3,2,4,4,4,4,3,2,4,2,2,4,2,4,1,2,4,5,4,2,2,5,2,5,1,1,2,2,1,4,2,5,4,3,2,3,4,3,1,3,1,3,2,4,2,1,2,2,4,5,3,3,4,5,4,2,4,4,4,4,2,3,5,3,3,3,4,4,2,5,1,3,3,2,4,US,en,47,F,secondary,mobile,organic,18.3161714105838
R0168,0,0,4,5,3,1,2,2,3,3,5,2,2,1,2,5,3,1,2,3,5,1,2,4,5,1,5,3,2,5,3,3,2,3,2,5,4,3,3,3,5,3,2,5,1,1,4,3,1,5,2,2,3,1,4,5,2,2,5,5,2,1,4,1,3,2,1,4,3,3,4,4,4,3,1,4,3,2,4,4,4,1,4,4,3,2,3,4,4,5,5,2,5,5,1,RU,ru,27,M,phd,desktop,organic,16.422212032735953
R0169,1,1,4,5,1,2,2,1,4,2,5,5,2,5,2,2,2,1,2,5,5,1,4,4,1,1,2,4,3,3,4,5,2,2,5,3,2,1,2,4,4,2,2,5,3,1,3,3,3,4,2,2,1,2,3,5,2,2,3,5,4,2,3,4,5,2,3,5,2,3,4,4,5,3,4,3,4,5,3,2,2,2,4,3,3,2,5,4,3,3,3,4,3,2,2,US,en,37,M,phd,desktop,ads,16.505885418897165
R0170,1,1,2,3,3,2,4,2,4,1,5,4,3,2,4,2,2,2,3,3,2,3,4,5,4,2,1,2,1,1,1,1,2,5,3,3,5,4,3,3,2,3,3,4,4,3,3,2,1,3,2,1,1,2,1,5,2,1,1,1,3,2,2,2,4,1,2,2,2,1,4,1,2,3,1,3,1,1,2,3,3,4,3,4,1,2,3,4,3,3,3,5,5,4,4,US,en,53,M,secondary,mobile,organic,17.302280461399754
R0171,0,1,1,1,4,4,3,5,1,5,1,2,1,2,2,3,4,2,1,2,4,3,5,4,3,3,4,5,4,5,5,5,5,1,2,1,5,5,5,1,1,5,2,5,1,2,2,1,1,5,4,1,1,2,3,5,2,1,4,4,3,2,2,4,3,3,5,3,5,5,1,3,4,4,5,4,3,4,4,2,1,1,5,4,3,2,1,1,2,1,5,1,2,2,1,US,en,64,M,master,mobile,organic,18.080937071623836
R0172,0,1,3,2,3,3,3,3,3,2,1,3,1,2,3,3,1,1,2,4,3,4,3,2,2,4,3,2,3,1,1,3,4,2,5,3,2,3,5,1,2,4,3,4,3,4,3,5,2,3,4,4,4,4,3,5,3,4,2,3,5,3,3,3,3,3,4,5,3,2,5,3,1,3,1,4,3,4,5,3,2,3,3,2,2,4,1,4,3,3,2,5,4,2,3,DE,de,57,M,master,mobile,organic,18.504490173103
R0173,0,0,5,5,3,2,3,2,5,2,5,5,5,3,4,3,1,2,5,2,3,3,4,4,4,3,3,3,3,1,2,2,3,4,5,5,2,1,2,5,4,2,3,3,2,4,1,3,4,3,3,1,5,3,2,4,4,4,3,5,2,3,5,4,3,3,3,4,4,4,2,3,2,3,4,3,1,2,2,3,2,2,3,2,3,4,3,4,4,4,1,4,5,5,2,US,en,33,F,secondary,desktop,ads,15.755746979654589
