respondent_id,ATTN_1,ATTN_2,BIAS_01,BIAS_02,BIAS_03,BIAS_04,BIAS_05,BIAS_06,BIAS_07,BIAS_08,BIAS_09,BIAS_10,BIAS_11,BIAS_12,DOI_01,DOI_02,DOI_03,DOI_04,DOI_05,DOI_06,DOI_07,DOI_08,DOI_09,DOI_10,DOI_11,DOI_12,HSQ_aff_01,HSQ_aff_02,HSQ_aff_03,HSQ_aff_04,HSQ_aff_05,HSQ_aff_06,HSQ_aff_07,HSQ_aff_08,HSQ_aggr_01,HSQ_aggr_02,HSQ_aggr_03,HSQ_aggr_04,HSQ_aggr_05,HSQ_aggr_06,HSQ_aggr_07,HSQ_aggr_08,HSQ_self_01,HSQ_self_02,HSQ_self_03,HSQ_self_04,HSQ_self_05,HSQ_self_06,HSQ_self_07,HSQ_self_08,HSQ_soci_01,HSQ_soci_02,HSQ_soci_03,HSQ_soci_04,HSQ_soci_05,HSQ_soci_06,HSQ_soci_07,HSQ_soci_08,NPI_01,NPI_02,NPI_03,NPI_04,NPI_05,NPI_06,NPI_07,NPI_08,NPI_09,NPI_10,SD3_mac_01,SD3_mac_02,SD3_mac_03,SD3_mac_04,SD3_mac_05,SD3_mac_06,SD3_mac_07,SD3_mac_08,SD3_mac_09,SD3_narc_01,SD3_narc_02,SD3_narc_03,SD3_narc_04,SD3_narc_05,SD3_narc_06,SD3_narc_07,SD3_narc_08,SD3_narc_09,SD3_psy_01,SD3_psy_02,SD3_psy_03,SD3_psy_04,SD3_psy_05,SD3_psy_06,SD3_psy_07,SD3_psy_08,SD3_psy_09,country,language,age,gender,education,device,source,duration_sec
R0115,1,0,2,4,4,2,5,3,5,5,3,3,3,2,5,5,5,3,3,5,2,5,2,3,5,1,2,2,4,3,5,2,3,5,2,3,4,2,1,3,3,2,3,4,2,2,3,2,2,1,4,3,2,2,2,2,1,2,3,3,5,3,5,2,3,2,2,4,2,3,4,3,4,2,3,4,4,5,5,1,5,5,5,1,1,5,4,3,4,1,3,2,2,5,2,DE,de,56,M,master,mobile,ads,30.2900849416284
R0116,0,1,3,5,2,3,5,3,3,5,2,1,3,4,3,1,4,3,4,5,4,1,5,3,4,4,3,2,2,3,5,3,5,1,5,4,3,4,4,3,3,1,1,5,4,3,3,2,4,3,3,3,3,2,1,2,4,4,3,1,2,5,3,2,1,3,3,3,2,2,3,3,5,2,3,5,1,1,2,4,3,1,3,3,4,1,3,4,4,3,5,1,4,5,2,DE,de,65,M,phd,desktop,panel,16.07598139994807
R0117,0,1,2,3,4,2,2,2,4,3,5,3,5,2,4,2,5,5,4,5,4,5,2,4,4,1,3,3,3,1,3,4,5,5,3,4,4,2,1,3,5,2,3,5,5,3,4,1,5,4,5,1,5,4,4,1,2,3,4,4,1,1,2,3,3,5,1,4,2,4,1,3,3,5,5,5,5,4,4,3,5,4,3,5,2,3,4,4,2,3,3,4,4,1,4,RU,ru,53,M,phd,desktop,ads,17.25998081811198
R0118,1,0,4,2,3,3,4,4,3,4,2,2,2,3,3,4,2,2,4,4,2,2,4,2,3,4,3,1,2,3,2,3,3,3,1,5,3,3,1,4,1,1,2,4,2,2,2,2,3,2,1,3,5,5,2,4,5,2,5,5,1,4,5,5,5,3,4,1,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,4,5,3,2,3,4,3,3,3,IN,en,55,F,master,desktop,organic,29.643618900991733
R0119,1,0,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,4,2,1,3,3,3,3,3,3,3,3,5,3,3,3,1,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,RU,ru,38,M,bachelor,desktop,organic,15.496176345328971
R0120,0,0,5,1,2,2,4,2,2,1,1,2,1,4,2,3,1,5,4,5,1,1,1,1,5,3,4,3,3,3,4,5,5,3,3,4,3,3,1,3,4,4,2,1,2,4,1,1,3,5,4,2,4,1,3,2,3,1,2,4,1,1,2,2,2,4,3,2,5,3,1,1,5,2,4,1,5,1,5,4,2,3,3,5,4,3,3,4,4,5,1,4,2,3,1,RU,ru,41,F,bachelor,desktop,ads,17.573771113902943
R0121,1,1,5,3,1,5,5,1,3,2,5,2,4,3,3,3,1,3,4,1,2,2,3,5,2,1,5,5,1,5,1,3,2,1,1,5,2,3,2,4,2,2,4,2,5,3,5,3,4,4,2,5,5,5,2,2,4,1,3,2,2,5,3,4,3,3,2,2,2,4,2,2,3,3,4,5,2,2,2,4,3,2,2,3,3,4,1,5,1,4,1,4,4,1,3,IN,en,60,F,bachelor,mobile,organic,25.826570925609207
R0122,1,0,3,3,4,4,2,3,2,3,3,3,2,5,2,2,3,3,5,2,5,2,4,1,3,4,3,3,2,3,5,3,4,3,3,5,1,4,5,4,5,3,4,3,2,1,3,4,3,2,2,2,5,1,2,3,2,3,3,4,1,1,3,4,3,1,2,1,3,2,1,3,3,2,3,5,1,4,3,5,1,4,3,4,1,5,3,4,1,1,5,3,3,5,5,IN,en,65,F,secondary,desktop,ads,16.294507724974153
R0123,0,0,3,4,3,2,4,2,4,2,4,3,3,5,3,4,5,5,1,4,1,3,2,3,4,4,1,3,5,2,1,4,3,2,1,5,2,4,5,2,1,3,1,3,5,5,3,2,2,3,5,5,3,4,3,5,4,2,3,2,3,5,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,5,4,3,3,1,4,4,2,3,5,3,2,3,2,4,2,3,IN,en,23,M,bachelor,desktop,organic,15.461767753039036
R0124,1,1,2,4,5,4,2,3,3,3,1,3,1,3,3,3,4,2,2,4,2,4,2,4,3,3,4,4,3,3,1,4,3,2,4,1,5,4,4,1,5,5,1,5,2,3,3,2,1,3,2,5,4,3,5,4,5,4,5,4,1,4,4,4,5,3,5,1,2,3,2,4,4,3,4,4,5,5,3,4,3,5,4,3,2,5,4,1,1,3,5,2,2,5,1,IN,en,36,M,secondary,mobile,panel,29.40886680671418
R0125,0,0,4,1,2,5,4,1,2,1,5,1,5,4,2,3,4,2,1,4,2,3,2,2,3,2,4,4,2,4,3,3,3,2,1,5,3,2,3,4,4,1,2,4,2,1,1,4,2,4,4,4,3,3,3,4,2,5,2,3,4,2,3,3,2,2,2,3,1,4,3,3,4,2,3,4,5,2,2,2,5,4,2,2,4,4,5,4,3,4,3,4,2,3,2,IN,en,43,F,bachelor,desktop,panel,26.78571884456761
R0126,1,1,3,3,3,3,3,5,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,1,3,3,3,3,3,3,3,3,3,2,4,3,IN,en,48,F,phd,desktop,panel,14.976182128770684
R0127,1,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,5,3,3,3,3,2,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,DE,de,47,M,secondary,mobile,ads,19.78375152522762
R0128,1,1,3,5,4,3,2,4,3,3,1,5,2,3,2,2,1,5,5,1,5,1,4,5,1,5,4,4,1,5,2,4,2,1,3,5,1,2,5,3,2,2,1,4,2,2,2,2,2,2,2,3,3,3,2,2,4,2,2,5,2,2,3,3,2,2,3,2,3,4,5,3,3,5,5,2,3,3,3,3,3,3,1,5,2,2,3,3,4,4,1,5,1,2,5,DE,de,30,M,phd,desktop,ads,27.992512386744426
R0129,1,1,4,3,3,1,3,3,4,4,3,3,2,2,3,4,3,2,4,2,4,4,3,4,4,3,2,2,4,3,5,4,2,3,3,1,4,5,4,3,3,4,1,4,1,1,1,1,1,1,3,4,3,1,2,3,3,4,3,4,4,2,4,2,3,3,5,3,5,5,4,2,1,2,1,2,3,2,2,3,2,2,2,5,3,2,4,4,1,2,5,3,3,5,1,US,en,24,M,bachelor,mobile,panel,16.309606044658253
R0130,0,1,5,2,2,4,3,2,2,1,5,4,5,4,3,4,2,4,2,3,1,3,2,2,3,2,1,1,5,3,5,4,4,5,3,3,3,3,3,3,2,2,5,4,4,3,4,5,4,5,4,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,5,4,3,3,2,5,2,2,3,3,2,2,3,3,4,1,4,3,4,5,1,1,1,5,1,3,3,2,DE,de,20,M,master,mobile,organic,23.70124438381067
R0131,1,0,2,4,1,1,5,4,5,3,3,3,1,2,5,2,2,5,1,4,2,2,3,1,5,3,5,1,4,2,1,2,5,3,5,3,4,5,1,3,1,1,2,5,1,4,2,2,1,1,4,3,3,5,2,4,1,2,2,1,4,2,5,5,2,2,5,1,1,4,5,5,1,3,4,4,2,1,2,3,5,3,3,1,1,5,3,5,3,3,3,5,4,1,5,DE,de,29,M,bachelor,mobile,ads,15.881158153124508
R0132,0,0,1,3,3,1,1,3,3,1,3,5,4,4,1,2,1,3,2,4,3,1,5,2,5,5,4,4,3,1,3,3,4,3,4,1,3,1,1,2,3,4,4,4,2,1,4,3,3,5,4,2,5,5,4,5,1,5,2,1,2,3,3,2,1,2,5,4,3,4,1,4,1,5,1,3,4,1,3,3,4,3,4,3,3,3,2,3,4,2,5,5,2,1,1,US,en,64,F,phd,desktop,panel,17.95288967571319
R0133,0,1,5,2,3,3,3,3,1,3,5,4,5,2,4,2,3,2,3,5,1,5,3,1,3,1,3,4,1,3,5,3,2,4,4,1,4,5,3,4,4,5,4,5,2,5,5,4,4,2,3,3,5,2,4,2,1,4,3,2,2,3,3,3,4,3,5,3,2,1,1,3,3,4,5,4,3,2,5,1,5,2,4,1,1,4,5,3,1,4,3,4,4,3,3,RU,ru,64,F,master,mobile,ads,15.300871272463832
R0134,1,0,4,4,4,5,5,5,5,2,1,2,3,4,5,4,5,1,1,2,1,5,5,1,5,1,1,2,4,2,5,3,3,1,5,1,5,5,3,4,4,5,2,2,5,3,5,3,2,4,4,2,1,1,3,4,2,4,2,2,5,1,2,4,3,1,4,4,5,4,4,3,4,4,2,2,3,1,1,2,2,4,3,1,5,3,4,3,3,5,4,5,3,2,4,DE,de,36,F,secondary,mobile,panel,17.23237180247409
R0135,1,0,4,1,1,3,1,5,4,4,4,5,2,3,5,1,3,3,4,5,3,4,2,2,2,1,3,3,2,3,4,2,5,2,4,3,3,3,5,1,1,2,3,3,1,3,3,5,3,3,2,5,2,3,3,5,3,5,2,1,1,3,1,3,5,4,4,2,1,3,3,4,2,2,4,1,3,1,5,5,5,3,5,4,3,2,1,2,4,3,4,1,4,3,3,DE,de,40,M,bachelor,desktop,organic,17.59919633343752
R0136,0,0,3,3,4,3,4,4,3,4,1,4,1,2,2,3,4,3,2,2,1,4,2,3,2,3,2,3,2,4,1,3,3,4,3,1,4,3,3,1,3,3,3,3,2,3,2,1,3,2,1,5,5,5,5,4,5,5,2,1,4,2,1,3,1,3,2,4,4,4,1,1,1,2,1,2,2,5,5,1,5,5,5,3,1,5,4,1,2,3,4,2,2,4,3,US,en,33,F,phd,mobile,organic,30.662226145803672
R0137,1,0,3,1,2,5,5,1,2,1,5,1,4,4,4,3,3,3,3,3,1,4,1,2,4,3,1,1,4,3,5,3,5,5,5,1,5,2,5,3,5,5,3,1,3,3,3,5,3,3,4,2,1,1,1,2,2,1,1,1,5,1,1,2,1,1,1,5,2,4,1,4,2,4,3,3,3,5,5,2,3,5,5,1,2,5,4,2,1,2,5,1,2,4,1,IN,en,55,F,phd,desktop,panel,28.879250484846064
R0138,0,0,3,5,4,2,3,4,4,3,3,5,4,1,1,2,5,1,3,5,3,2,3,3,2,1,4,2,2,2,4,3,1,4,5,4,3,4,4,3,1,3,2,3,4,2,2,3,3,1,5,5,5,3,3,3,3,3,2,1,2,3,2,3,5,5,3,1,2,4,4,3,3,2,3,3,4,1,5,2,1,1,3,3,3,3,5,2,1,2,3,4,3,1,3,IN,en,49,F,bachelor,mobile,organic,18.594782738722
R0139,1,0,2,3,5,3,2,2,2,3,2,4,3,3,1,3,5,2,5,3,3,3,4,3,2,1,4,3,3,1,3,4,3,3,1,1,2,4,1,4,4,1,4,1,5,2,4,5,4,1,2,4,2,5,2,3,5,5,2,5,4,4,2,5,5,4,5,3,5,3,2,1,3,4,1,4,2,3,2,3,2,2,5,3,5,2,3,3,2,4,4,1,4,3,5,RU,ru,55,M,phd,mobile,panel,17.604340369065405
R0140,1,1,2,5,5,3,1,4,5,5,1,4,1,2,1,2,1,5,5,2,5,1,5,4,2,4,5,3,2,3,2,5,3,2,3,2,2,2,2,3,1,3,2,3,2,2,3,3,4,2,3,3,5,3,4,4,3,3,2,4,4,2,1,4,2,3,3,2,1,3,3,3,2,2,2,3,3,4,5,3,3,4,2,4,3,4,1,3,3,3,3,3,3,3,3,RU,ru,33,F,secondary,mobile,panel,25.938988695310652
R0141,1,0,4,3,3,5,5,4,2,3,1,4,4,5,5,3,4,3,4,4,4,5,3,5,4,1,2,2,1,2,5,4,2,3,5,1,1,4,1,1,1,5,2,4,2,3,4,1,3,4,3,4,5,1,2,2,4,3,4,5,4,1,3,4,4,4,3,3,4,1,5,5,3,2,5,2,4,3,2,5,4,3,2,1,3,2,2,1,1,3,3,1,5,3,3,RU,ru,63,M,bachelor,mobile,ads,15.635731577561705
R0142,1,0,2,1,1,5,5,1,1,5,5,3,2,3,2,4,4,5,1,5,2,4,2,2,5,2,4,2,1,5,5,3,2,5,2,2,3,5,3,5,5,3,1,5,2,2,5,1,5,2,3,4,4,5,1,5,1,2,1,3,4,4,2,1,3,5,5,4,1,3,4,2,1,2,5,1,2,5,2,4,3,4,2,3,2,5,3,5,2,2,2,4,2,5,5,RU,ru,32,M,phd,mobile,panel,17.833465319790555
R0143,0,0,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,DE,de,54,M,master,desktop,ads,17.619095114862407
R0144,0,1,3,2,4,1,4,4,2,1,3,3,3,2,3,1,1,2,2,5,2,4,3,5,3,4,2,3,4,4,3,1,3,3,4,2,5,3,4,1,5,4,1,4,1,1,2,2,2,2,5,1,3,3,3,3,2,5,4,4,1,5,5,5,3,5,4,1,2,3,5,2,5,2,4,4,3,3,1,4,3,3,1,4,4,1,3,2,4,4,3,4,4,3,5,IN,en,55,F,bachelor,desktop,organic,27.63012681186395
R0145,1,0,3,1,4,1,3,3,3,3,1,3,3,3,4,1,1,3,4,1,3,3,4,2,1,1,2,4,3,4,1,1,1,4,3,5,5,5,3,4,3,1,1,2,3,4,4,2,4,5,4,5,3,3,4,2,3,3,2,1,1,4,3,4,3,2,5,4,3,2,2,3,3,2,3,3,2,1,3,3,1,3,3,4,5,1,1,3,5,5,2,4,5,3,3,US,en,49,M,master,mobile,ads,18.161222259250362
R0146,1,1,1,3,2,3,3,3,3,4,2,2,3,2,3,4,3,4,1,2,2,4,2,4,1,4,3,3,3,3,3,1,3,2,2,2,2,3,5,3,3,3,3,5,2,3,3,4,4,3,1,3,2,2,1,2,2,3,3,2,5,4,3,5,3,5,3,2,4,4,4,5,5,3,5,4,5,4,1,3,3,2,2,3,3,3,3,2,3,5,3,5,3,4,2,DE,de,47,M,bachelor,mobile,ads,19.18516080638315
R0147,0,1,3,3,4,2,2,5,2,5,3,2,1,3,2,2,5,5,5,5,1,5,4,3,1,2,5,2,3,3,5,4,1,1,3,1,1,3,3,3,1,4,1,1,1,1,2,1,2,2,4,2,1,4,1,3,1,3,1,4,2,1,1,2,1,1,3,5,3,3,1,5,2,4,4,1,2,3,2,4,3,5,4,1,1,1,5,3,1,2,5,2,3,1,5,DE,de,41,M,secondary,desktop,ads,19.428089022042005
R0148,1,1,3,2,2,1,3,3,5,5,1,3,3,5,3,3,3,3,5,1,5,3,3,2,2,3,4,3,3,3,1,1,1,5,5,2,3,4,2,3,3,2,3,3,3,1,3,5,1,4,1,3,1,5,3,5,4,5,3,3,1,3,2,1,3,4,1,5,2,5,4,5,1,1,2,5,2,1,4,2,3,2,5,5,1,1,2,3,2,2,3,4,4,1,5,RU,ru,33,F,secondary,mobile,panel,16.053942053013394
R0149,0,0,1,1,2,3,2,2,2,2,2,1,5,3,1,3,5,5,2,2,1,2,1,2,3,5,1,5,3,3,5,4,2,3,5,2,2,2,2,4,2,3,5,3,3,4,3,3,2,5,2,2,5,2,5,1,2,3,3,3,3,3,4,1,4,2,5,1,5,3,3,2,5,5,2,5,5,3,3,5,1,3,4,1,3,1,1,4,5,2,2,4,2,1,4,RU,ru,47,F,bachelor,mobile,panel,17.78317647932469
R0150,0,0,2,2,3,5,2,1,4,4,4,4,1,3,3,5,4,4,5,4,3,5,1,2,1,2,4,1,4,5,3,4,2,2,5,3,4,4,4,2,3,3,5,1,3,4,4,1,1,5,4,3,2,3,1,1,1,1,5,3,5,3,5,4,3,3,5,3,5,1,2,4,4,1,5,4,3,2,3,1,3,2,4,3,5,2,2,3,3,4,3,3,5,1,2,DE,de,20,F,bachelor,desktop,organic,16.90089302154122
R0151,0,1,2,4,4,3,3,3,4,3,2,5,2,2,3,2,4,5,5,2,3,2,4,4,2,5,2,4,3,3,2,2,5,3,2,2,2,3,2,5,3,3,2,3,1,2,2,2,2,2,5,1,1,1,1,3,1,3,4,2,2,5,3,3,5,4,3,1,5,5,1,2,1,1,1,1,1,2,1,5,1,1,1,5,5,1,4,2,1,2,4,1,1,5,1,US,en,57,M,phd,mobile,panel,15.346553518300949
R0152,0,1,3,2,3,2,1,5,4,1,2,4,5,2,3,3,3,1,1,2,3,4,5,2,4,5,2,2,1,2,5,3,4,1,4,4,1,5,3,5,5,3,3,2,2,2,4,3,5,3,4,1,5,1,4,1,4,5,5,1,1,2,1,2,3,5,4,4,3,1,3,4,4,5,4,2,5,2,2,5,4,1,1,1,4,4,5,5,1,1,1,3,4,5,4,US,en,55,F,bachelor,desktop,ads,18.121737251230137
R0153,1,0,3,3,5,3,4,2,2,4,3,4,3,4,3,2,5,3,2,3,2,3,4,5,4,5,1,3,1,3,5,5,3,3,2,4,4,2,3,1,4,4,1,2,1,1,3,3,5,3,4,3,2,3,3,3,3,2,4,3,3,3,2,3,3,1,4,3,5,5,1,3,4,2,2,3,2,1,4,5,2,3,4,5,4,3,3,3,4,5,1,4,3,4,3,RU,ru,23,F,secondary,mobile,organic,16.72892222508818
R0154,0,0,5,1,4,4,4,5,2,3,3,2,2,1,4,3,4,1,1,2,2,2,2,2,3,5,3,3,5,2,5,5,5,5,3,1,2,1,5,1,1,1,3,5,1,2,3,2,1,3,5,1,5,4,2,1,4,2,5,3,2,1,1,2,4,5,2,1,2,2,5,4,2,3,5,3,2,1,4,5,2,2,4,5,1,4,1,3,1,4,4,1,1,2,2,US,en,46,F,phd,desktop,panel,15.458311512702478
R0155,1,0,5,2,5,3,1,4,3,5,4,5,3,5,1,3,5,3,5,5,5,1,5,3,3,5,3,3,1,4,5,2,5,3,3,4,1,2,5,4,1,4,2,2,4,2,4,3,3,3,2,2,2,2,4,5,3,3,4,5,1,2,1,3,1,3,3,3,3,5,1,3,2,1,3,2,3,3,3,3,5,4,4,5,3,3,2,1,3,1,2,3,1,4,4,US,en,26,F,secondary,mobile,organic,17.03119849163759
R0156,1,1,4,2,2,5,3,1,1,1,5,3,5,3,5,4,3,3,4,4,2,4,2,3,2,2,3,3,1,2,1,2,2,2,5,4,3,2,3,4,2,4,1,5,2,1,1,1,1,1,1,4,4,5,4,5,4,5,5,4,1,4,5,5,5,5,5,1,4,2,1,3,1,4,4,3,3,2,1,3,2,1,4,4,4,3,5,1,1,1,5,1,1,5,1,US,en,52,F,master,mobile,organic,26.264973870775577
R0157,0,0,2,2,5,4,3,5,4,2,5,5,3,1,2,4,5,5,5,2,2,5,3,1,2,1,5,1,5,1,2,3,4,1,3,2,2,3,3,3,2,3,5,3,4,3,1,5,3,5,5,3,2,4,5,5,2,3,1,4,4,1,1,3,3,3,4,3,5,3,3,2,5,5,1,5,2,2,1,1,1,2,5,3,4,1,3,5,5,4,3,4,3,4,5,US,en,35,F,secondary,mobile,organic,16.651699232364244
R0158,1,0,4,3,3,3,5,4,3,3,3,4,2,2,3,1,2,1,4,1,3,4,5,3,3,3,2,3,4,3,1,3,3,2,3,2,4,4,5,3,5,1,1,2,5,4,4,2,4,4,5,2,3,2,5,5,3,4,2,4,2,1,4,4,2,3,1,3,2,1,3,5,3,1,2,3,3,4,5,3,3,2,3,4,4,5,5,4,1,5,2,4,3,3,5,IN,en,45,F,bachelor,mobile,panel,18.086415453075862
R0159,1,1,1,3,4,3,2,4,2,3,2,5,3,1,4,3,2,4,4,1,4,3,5,4,3,5,1,2,5,3,2,2,5,4,3,2,3,2,3,4,5,4,4,3,2,1,3,3,2,3,5,2,1,1,1,1,1,1,1,2,5,1,1,1,2,2,3,5,2,2,4,2,4,5,3,3,3,5,3,5,1,2,2,5,3,3,3,3,3,4,2,2,3,3,2,DE,de,31,M,bachelor,desktop,ads,25.35656786133307
R0160,0,1,1,5,5,2,2,4,4,2,4,4,3,1,2,3,3,2,4,5,4,3,3,2,4,2,4,4,2,3,2,5,1,2,2,3,3,2,3,3,4,2,1,5,1,1,1,1,1,1,2,3,4,5,5,4,4,3,3,5,4,3,2,1,2,3,2,2,2,4,4,4,2,2,4,2,4,1,2,4,2,1,2,5,5,1,3,2,1,1,5,3,4,4,1,US,en,31,F,secondary,mobile,panel,27.785066674010352
R0161,1,0,3,3,1,3,5,3,3,2,3,4,3,1,2,1,2,1,2,4,3,1,4,1,2,4,4,3,5,1,2,5,3,3,5,1,3,2,3,5,3,3,2,5,1,1,2,2,5,4,3,5,3,5,3,3,3,1,4,4,5,2,5,1,1,1,4,5,3,5,1,4,5,3,4,2,4,3,2,4,5,5,2,5,1,1,4,2,5,3,2,5,2,2,1,IN,en,53,M,phd,mobile,ads,18.35005126072116
R0162,1,1,3,3,3,3,3,3,3,3,3,4,4,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,5,3,3,3,5,4,3,3,4,5,3,1,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,3,IN,en,42,M,master,mobile,organic,14.930129381146338
R0163,0,1,5,3,3,4,3,1,4,5,5,3,3,2,3,1,1,4,5,1,5,1,5,3,2,3,3,3,3,3,2,4,3,2,4,1,5,3,4,2,2,4,2,5,2,3,3,3,2,2,4,1,1,1,1,1,1,1,1,2,4,1,1,3,1,1,1,5,5,5,1,3,2,1,1,1,3,5,5,4,5,4,4,3,2,3,1,3,4,4,2,3,4,2,3,RU,ru,52,M,master,desktop,panel,30.694920561972122
R0164,0,0,3,1,3,5,3,5,5,4,3,5,5,5,5,2,4,3,4,4,3,4,3,4,3,1,2,5,3,3,3,5,4,1,3,5,4,2,1,4,2,2,1,3,2,4,3,1,1,4,3,4,4,5,2,3,4,2,2,2,3,3,1,3,3,5,3,3,5,3,4,5,5,4,1,1,4,2,2,3,2,3,3,3,5,3,3,2,3,5,4,3,2,4,3,IN,en,35,M,master,mobile,organic,15.829104908135868
R0165,1,1,2,4,3,1,5,4,5,4,1,5,3,2,3,2,1,1,4,3,1,3,2,4,3,5,3,2,4,2,1,2,1,5,4,4,1,3,5,5,4,3,3,3,3,5,4,5,2,4,1,3,2,3,1,3,2,1,4,3,3,1,3,1,4,4,2,4,3,3,1,3,3,5,3,1,3,5,4,3,5,4,5,3,1,2,3,1,5,5,3,3,1,1,1,US,en,26,F,bachelor,desktop,organic,18.25024050083072
R0166,0,0,5,1,4,4,5,1,5,5,2,3,2,2,5,2,1,2,4,2,4,4,4,2,5,3,2,5,5,3,2,2,2,1,5,2,3,1,3,3,5,2,4,3,4,4,2,4,3,4,2,2,1,1,2,3,1,3,1,2,3,3,1,4,4,4,1,1,5,1,2,4,1,3,3,5,3,4,5,1,3,4,4,2,3,1,5,1,2,4,1,2,4,4,1,DE,de,51,M,phd,mobile,ads,15.105128103438798
R0167,1,0,5,2,2,4,4,4,5,2,3,3,2,4,4,3,2,4,1,2,2,4,5,1,2,4,5,2,3,5,2,2,3,2,3,1,2,4,4,5,1,2,4,2,5,4,3,5,3,2,5,3,2,5,2,5,2,3,1,5,4,1,2,2,3,5,2,4,4,1,2,2,1,1,1,2,5,1,5,4,5,5,2,1,2,1,5,3,5,2,4,5,3,1,4,RU,ru,19,F,phd,mobile,ads,16.680451840245908
R0168,1,1,1,2,1,3,4,1,1,3,4,1,4,4,4,4,4,3,4,2,3,3,5,4,3,4,4,4,1,5,2,5,3,3,2,3,3,1,2,2,1,1,4,3,3,5,4,3,4,3,3,2,4,4,2,4,3,5,2,3,3,4,3,2,4,1,1,2,5,4,1,4,1,1,2,1,1,1,4,4,2,2,2,3,2,3,4,1,4,3,3,4,1,2,1,US,en,52,M,bachelor,desktop,panel,26.214883863578695
R0169,1,0,4,2,2,3,4,4,1,2,4,2,3,3,4,5,4,1,2,5,1,4,2,2,5,2,5,5,2,5,2,2,1,3,3,2,1,1,3,4,3,2,3,2,3,5,2,5,4,4,4,2,1,1,1,3,2,4,5,3,1,5,5,4,4,5,4,1,5,2,3,3,1,2,1,1,2,1,1,4,2,3,1,4,4,1,2,3,3,4,1,3,2,2,4,IN,en,18,F,bachelor,desktop,ads,24.886529225988326
R0170,1,0,5,2,2,4,5,4,1,2,5,1,2,2,3,4,4,1,3,5,4,4,1,3,4,4,1,2,2,3,1,1,3,4,4,5,5,5,3,2,1,4,5,2,1,2,3,1,5,3,4,4,3,3,4,2,5,1,1,4,2,4,1,3,2,2,2,4,4,4,3,2,4,2,1,2,1,4,4,5,1,3,2,1,5,2,5,3,1,2,2,2,3,5,5,US,en,21,M,master,desktop,panel,17.370808085909616
R0171,1,1,3,5,1,4,2,3,3,3,3,2,5,1,5,4,3,3,2,5,1,5,1,2,5,2,5,4,3,3,3,3,3,4,5,1,4,4,3,2,5,4,3,5,1,3,2,5,3,3,4,1,3,3,2,4,4,2,3,2,5,2,2,3,3,4,2,4,4,2,3,3,3,3,4,3,4,3,4,4,5,3,5,2,2,3,2,3,5,4,1,3,4,2,5,DE,de,26,F,secondary,desktop,panel,25.656478392566793
R0172,0,1,2,4,5,1,5,3,1,4,1,2,2,1,3,3,3,4,2,3,4,2,2,5,3,4,2,5,3,2,2,2,3,2,5,4,1,4,4,2,5,4,5,2,1,4,5,3,5,3,2,5,4,2,1,2,2,5,2,4,2,5,4,5,4,5,4,4,3,4,3,3,2,1,1,1,3,3,1,5,2,5,3,1,3,1,4,5,4,3,5,3,3,3,2,DE,de,36,M,secondary,mobile,organic,15.403428268798583
R0173,1,1,2,3,3,4,2,4,5,3,1,4,2,4,5,4,5,3,4,3,2,3,3,3,4,2,2,3,2,3,5,2,3,4,3,4,4,3,2,2,2,5,1,4,2,2,2,2,2,1,4,1,2,2,3,3,2,3,4,1,3,2,3,1,4,2,2,3,3,3,3,2,1,3,3,2,1,3,2,3,4,5,4,1,3,3,3,2,2,1,5,2,3,4,1,US,en,56,M,secondary,desktop,ads,16.24591457679678
